Url,DomainNameLength,UrlEntropy,PercentageNumericChars,DotCount,TokenCount,SubdomainCount,HasHyphenInDomain,NumberOfDigits,TldPopularity,TldLength,HyphenRatio,VeryShortTokenCount,AverageTokenLength,HasBrandPrefix,DigitToLengthRatio,ConsonantClusterScore,IsAllSubdomain,IsRandomString,RepeatedCharScore,VowelConsonantRatio,UnigramRarity,LevenshteinToBrands,BigramEnglishScore,CharacterTransitionScore,RepeatedNGramScore,ClassLabel
kathollowell.com,16,3.2028196,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0.5,0.33333334,0,0.19999999,0.18181819,0,0,0
actiagroup.com,14,3.3787835,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.5,0,0.3,0.11111111,0,0,0
slieghter69.usafreespace.com,28,3.9371934,0.071428575,2,3,1,0,2,1,3,0,0,8.666667,0,0.071428575,0.11111111,1,0,0,0.33333334,0,0.3,0.1,0,0,1
cmanet.org,10,3.321928,0,1,2,0,0,0,1,3,0,0,4.5,0,0,0,0,0,0,0.33333334,0,0.4,0.2,0,0,1
cahlsjukejoint.com,18,3.8365917,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.33333334,0,0,0,0.35714287,0,0.100000024,0.07692308,0,0,1
skawning.com,12,3.4182959,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.25,0,0.39999998,0.2857143,0,0,0
howardlanham.tripod.com,23,3.6753109,0,2,3,1,0,0,1,3,0,0,7,0,0,0.14285715,1,0,0,0.33333334,0,0.100000024,0.18181819,0,0,1
farisly4.beget.tech,19,3.787144,0.05263158,2,3,1,0,1,0,4,0,0,5.6666665,0,0.05263158,0,1,0,0,0.42857143,0,0.39999998,0.14285715,0,0,0
cafegaroto.com.br,17,3.3371754,0,2,3,1,0,0,1,2,0,1,5,0,0,0,1,0,0,0.5,0,0.39999998,0.11111111,0,0,0
epvoccupancysensors.com,23,3.5013978,0,1,2,0,0,0,1,3,0,0,11,0,0,0,0,0,0.5,0.36842105,0,0,0.16666667,0,0,1
kcgasprices.com,15,3.456565,0,1,2,0,0,0,1,3,0,0,7,0,0,0.4,0,0,0,0.27272728,0,0.19999999,0.1,0,0,1
allegro.pl-zweryfikuj1241.pak982.tk,35,4.3788643,0.2,3,5,2,1,7,0,2,0.028571429,2,6.2,0,0.2,0,1,0,0.5,0.42857143,0,0.5,0,0,0,0
securitateonline.ro,19,3.4713545,0,1,2,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0.5,0,0,0.26666668,0,0,0
macaoriginal.site,17,3.5280643,0,1,2,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0.5,0,0.100000024,0.18181819,0,0,0
cv95693.tmweb.ru,16,3.75,0.3125,2,3,1,0,5,1,2,0,1,4.6666665,0,0.3125,0.2,1,0,0,0,0,0.3,0,0,0,0
bced.gov.bc.ca,14,2.9852283,0,3,4,2,0,0,1,2,0,2,2.75,0,0,0,1,0,0,0.25,0,0.4,0.33333334,0,0,1
ethersclaim.blogspot.com,24,3.803509,0,2,3,1,0,0,1,3,0,0,7.3333335,0,0,0.375,1,0,0,0.36363637,0,0.19999999,0.3,0,0,0
monicapalm334.tripod.com,24,3.688722,0.125,2,3,1,0,3,1,3,0,0,7.3333335,0,0.125,0,1,0,0.5,0.4,0,0,0.083333336,0,0,1
stampile-constanta.ro,21,3.6537569,0,1,3,0,1,0,0,2,0.04761905,1,6.3333335,0,0,0.14285715,0,0,0,0.3529412,0,0,0.11764706,0,0.2,0
ussjpkennedyjr.org,18,3.6143694,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.5,0,0,0.5,0.2857143,0,0,0.15384616,0,0,1
disabilityscoop.com,19,3.5368867,0,1,2,0,0,0,1,3,0,0,9,0,0,0,0,0,0.5,0.46666667,0,0,0.14285715,0,0,1
wwebreakingpointlivestream.blogspot.com,39,4.067203,0,2,3,1,0,0,1,3,0,0,12.333333,0,0,0.30769232,1,0,0.5,0.3846154,0,0,0.24,0,0.2,1
raremoviesuk.co.uk,18,3.5032585,0,2,3,1,0,0,1,2,0,2,5.3333335,0,0,0,1,0,0,0.5,0,0.19999999,0.18181819,0,0,1
sakurasake.net,14,3.0391488,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.5,0,0.19999999,0,0,0.2,1
wima.gr.jp,10,3.1219282,0,2,3,1,0,0,1,2,0,2,2.6666667,0,0,0,1,0,0,0.5,0,0.4,0,0,0,1
islandvoices.ca,15,3.3735573,0,1,2,0,0,0,1,2,0,1,7,0,0,0.2,0,0,0,0.41666666,0,0.100000024,0.36363637,0,0,1
bqfnnf.silyaqgppf.ga,20,3.4841838,0,2,3,1,0,0,0,2,0,1,6,0,0,1,1,0,0.5,0,0,0.39999998,0,0,0,0
bratkovmm.beget.tech,20,3.5464394,0,2,3,1,0,0,0,4,0,0,6,0,0,0.16666667,1,0,0.5,0.22222222,0,0.3,0.125,0,0,0
arenajax.com,12,3.188722,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.5,0,0.39999998,0.2857143,0,0,0
serviciomaff.com,16,3.375,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0.5,0.41666666,0,0.19999999,0.09090909,0,0,0
goldentouch.coffeecup.com,25,3.5736606,0,2,3,1,0,0,1,3,0,0,7.6666665,0,0,0,1,0,0,0.36363637,0,0.19999999,0.3,0,0,0
sagactoronline.com,18,3.5724313,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0,0.42857143,0,0.100000024,0.30769232,0,0,1
myprettyhair.biz,16,3.5,0,1,2,0,0,0,0,3,0,0,7.5,0,0,0,0,0,0.5,0.41666666,0,0.100000024,0.18181819,0,0,0
en.mimi.hu,10,2.7219281,0,2,3,1,0,0,0,2,0,2,2.6666667,0,0,0,1,0,0,0.5,0,0,1,0,0,1
north-lima.mahoning.oh.foreclosuredatabank.com,46,4.0586905,0,4,6,3,1,0,1,3,0.02173913,1,6.8333335,0,0,0.06666667,1,0,0,0.33333334,0,0.39999998,0.22222222,0,0,1
unityofindy.com,15,3.3735573,0,1,2,0,0,0,1,3,0,0,7,0,0,0,0,0,0,0.54545456,0,0.19999999,0.3,0,0,1
so-net.ne.jp,12,3.0849626,0,2,4,1,1,0,1,2,0.083333336,3,2.25,0,0,0,1,0,0,0.4,0,0.5,0,0,0,1
cristianaradio.com,18,3.308271,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0,0.5,0,0.100000024,0.15384616,0,0,0
drwind.com.br,13,3.2389014,0,2,3,1,0,0,1,2,0,1,3.6666667,0,0,0.25,1,0,0,0.16666667,0,0.5,0.4,0,0,0
cranetiee.com,13,3.180833,0,1,2,0,0,0,1,3,0,0,6,0,0,0,0,0,0.5,0.5555556,0,0.3,0.125,0,0,0
lowellhouseinc.com,18,3.4193819,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.16666667,0,0,0.5,0.42857143,0,0,0.15384616,0,0,1
aniscartujo.com,15,3.5068908,0,1,2,0,0,0,1,3,0,0,7,0,0,0,0,0,0,0.45454547,0,0.19999999,0.2,0,0,0
metro-industrial.com,20,3.821928,0,1,3,0,1,0,1,3,0.05,0,6,0,0,0.16666667,0,0,0,0.4,0,0,0.13333334,0,0,1
tjodtsimmer.nl,14,3.5216408,0,1,2,0,0,0,1,2,0,1,6.5,0,0,0.25,0,0,0.5,0.27272728,0,0.3,0.1,0,0,0
interactiveesystems.com,23,3.5013978,0,1,2,0,0,0,1,3,0,0,11,0,0,0,0,0,0.5,0.42105263,0,0,0.16666667,0,0,1
applicomptprocli.byethost6.com,30,3.7898982,0.033333335,2,3,1,0,1,1,3,0,0,9.333333,0,0.033333335,0.4,1,0,0.5,0.3125,0,0,0,0,0,0
accounts.googe.com.mjca2.com.br,31,3.548267,0.032258064,5,6,4,0,1,1,2,0,1,4.3333335,0,0.032258064,0.2,1,0,0.5,0.375,0,0.39999998,0.14285715,0,0,0
mthopebgr.com,13,3.3927474,0,1,2,0,0,0,1,3,0,0,6,0,0,0.5,0,0,0,0.22222222,0,0.3,0.125,0,0,1
muscle.akaraisin.com,20,3.5841837,0,2,3,1,0,0,1,3,0,0,6,0,0,0.16666667,1,0,0,0.33333334,0,0.4,0,0,0,1
dobera.eus,10,3.1219282,0,1,2,0,0,0,0,3,0,0,4.5,0,0,0,0,0,0,0.5,0,0.5,0.2,0,0,0
evolutionseries.com,19,3.5368867,0,1,2,0,0,0,1,3,0,0,9,0,0,0,0,0,0,0.53333336,0,0,0.21428572,0,0,0
gpdi-lippocikarang.com,22,3.6635327,0,1,3,0,1,0,1,3,0.045454547,0,6.6666665,0,0,0.14285715,0,0,0.5,0.3529412,0,0,0.11764706,0,0,0
familychest.co.uk,17,3.8521688,0,2,3,1,0,0,1,2,0,2,5,0,0,0,1,0,0,0.36363637,0,0.3,0.2,0,0,1
ctpconegliano.it,16,3.375,0,1,2,0,0,0,1,2,0,1,7.5,0,0,0.4,0,0,0,0.3846154,0,0,0.16666667,0,0,0
xn--cjrs3m.org,14,3.5216408,0.071428575,1,4,0,1,1,1,3,0.14285715,1,2.75,0,0.071428575,0.5,0,0,0.5,0,0,0.3,0,0,0,1
cbs12.com,9,2.947703,0.22222222,1,2,0,0,2,1,3,0,0,4,0,0.22222222,0.33333334,0,0,0,0,0,0.4,0,0,0,1
applabb.ca,10,2.4464393,0,1,2,0,0,0,1,2,0,1,4.5,0,0,0.33333334,0,0,0.5,0.2857143,0,0.7,0,0,0,0
gamegrep.com,12,3.0849626,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.375,0,0.5,0.14285715,0,0,1
debitel.de,10,2.6464393,0,1,2,0,0,0,1,2,0,1,4.5,0,0,0,0,0,0,0.42857143,0,0.5,0.16666667,0,0,0
wt10.haote.com,14,3.3787835,0.14285715,2,3,1,0,2,1,3,0,0,4,0,0.14285715,0,1,0,0,0,0,0.4,0,0,0,0
fans.capitals.nhl.com,21,3.5585186,0,3,4,2,0,0,1,3,0,0,4.5,0,0,0.14285715,1,0,0,0.25,0,0.4,0.33333334,0,0,1
new.soundestlink.com,20,3.6841838,0,2,3,1,0,0,1,3,0,0,6,0,0,0.16666667,1,0,0,0.33333334,0,0,0,0,0,0
5030cs.info,11,3.2776134,0.36363637,1,2,0,0,4,0,4,0,0,5,0,0.36363637,0,0,0,0,0,0,0.5,0,0,0,1
techtutor.tv,12,2.9182959,0,1,2,0,0,0,0,2,0,1,5.5,0,0,0.25,0,0,0,0.33333334,0,0.5,0.25,0,0,1
lwib.9997173.cn,15,3.3232315,0.46666667,2,3,1,0,7,1,2,0,1,4.3333335,0,0.46666667,0,1,0,0,0.25,0,0.4,0,0,0,0
teatropolitan.wordpress.com,27,3.736007,0,2,3,1,0,0,1,3,0,0,8.333333,0,0,0.22222222,1,0,0,0.46153846,0,0.100000024,0.25,0,0,1
g98708ds.beget.tech,19,3.5766177,0.2631579,2,3,1,0,5,0,4,0,0,5.6666665,0,0.2631579,0,1,0,0,0,0,0.3,0,0,0,0
arif-fruit.com,14,3.3787835,0,1,3,0,1,0,1,3,0.071428575,0,4,0,0,0,0,0,0,0.44444445,0,0.3,0.11111111,0,0,1
sacurity-2018.000webhostapp.com,31,4.2445188,0.22580644,2,4,1,1,7,1,3,0.032258064,0,7,0,0.22580644,0,1,0,0,0.5,0,0,0.083333336,0,0,0
nalderfuneralhome.com,21,3.5944657,0,1,2,0,0,0,1,3,0,0,10,0,0,0,0,0,0,0.4117647,0,0,0.125,0,0,1
videoservicecorp.com,20,3.308695,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0,0,0,0,0.4375,0,0,0.13333334,0,0,1
urssd.co.nf,11,3.0957954,0,2,3,1,0,0,0,2,0,2,3,0,0,0.6666667,1,0,0.5,0.2,0,0.5,0,0,0,0
chicago.about.com,17,3.2927701,0,2,3,1,0,0,1,3,0,0,5,0,0,0,1,0,0,0.42857143,0,0.39999998,0.16666667,0,0,1
goiania.box.com,15,3.1898983,0,2,3,1,0,0,1,3,0,0,4.3333335,0,0,0,1,0,0,0.71428573,0,0.5,0.16666667,0,0,0
alternatrust.ga,15,3.1395724,0,1,2,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0.33333334,0,0.3,0.18181819,0,0,0
contatoexperian.com,19,3.4713545,0,1,2,0,0,0,1,3,0,0,9,0,0,0,0,0,0,0.46666667,0,0,0.35714287,0,0,0
russianamericanballet.com,25,3.6838562,0,1,2,0,0,0,1,3,0,0,12,0,0,0,0,0,0.5,0.42857143,0,0,0.15,0,0,0
thewarnertheatre.com,20,3.2464395,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.16666667,0,0,0,0.375,0,0,0.46666667,0,0.2,1
imzhangfei.com,14,3.5216408,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0.5,0,0,0,0.4,0,0.3,0.33333334,0,0,0
tiflakon.tj,11,3.2776134,0,1,2,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0.375,0,0.5,0.14285715,0,0,0
dr.berkeley.edu,15,2.9735572,0,2,3,1,0,0,0,3,0,1,4.3333335,0,0,0,1,0,0,0,0,0,0,0,0,1
ka-lu.net,9,3.169925,0,1,3,0,1,0,1,3,0.11111111,2,2.3333333,0,0,0,0,0,0,0.5,0,0.4,0,0,0,1
defiance-county.com,19,3.6818807,0,1,3,0,1,0,1,3,0.05263158,0,5.6666665,0,0,0,0,0,0,0.5,0,0,0.14285715,0,0,1
repuestosdeusa.com,18,3.4193819,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0,0.5,0,0,0.23076923,0,0,0
m.mysocialtab.com,17,3.3371754,0,2,3,1,0,0,1,3,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0
cucwonardfib.xyz,16,3.875,0,1,2,0,0,0,0,3,0,0,7.5,0,0,0.2,0,0,0,0.33333334,0,0.100000024,0.09090909,0,0,0
cleantech-israel.blogspot.com,29,3.9262724,0,2,4,1,1,0,1,3,0.03448276,0,6.5,0,0,0.11111111,1,0,0,0.4,0,0,0.13333334,0,0,1
tube8.com,9,3.169925,0.11111111,1,2,0,0,1,1,3,0,0,4,0,0.11111111,0,0,0,0,0.5,0,0.4,0,0,0,1
paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-7585d80a13c0df8.f8e2630b-login-id-limit.5e27348d63c663d1fa0.b6a3d7b606239e4d5.5e0b4e88c2a34db6.b8a7c4e49c51eb3.f841be415f36d0ba72.93b84aef302d85login-idc3bv18cmd.webeatech.com,227,4.7391186,0.34801763,11,23,10,1,79,1,3,0.04845815,1,8.913043,0,0.34801763,0.06666667,1,0,0,0.5,0,0.9,0,0,0,0
smc.psuti.ru,12,3.0849626,0,2,3,1,0,0,1,2,0,1,3.3333333,0,0,0.25,1,0,0,0,0,0,0,0,0,0
prenocisca-kocar.si,19,3.4713545,0,1,3,0,1,0,0,2,0.05263158,1,5.6666665,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0
career.msstate.edu,18,3.169925,0,2,3,1,0,0,0,3,0,0,5.3333335,0,0,0.33333334,1,0,0.5,0.5,0,0.5,0.4,0,0,1
norgren.top,11,2.9139771,0,1,2,0,0,0,0,3,0,0,5,0,0,0.33333334,0,0,0,0.2857143,0,0.4,0.5,0,0,0
jerrybrownentertainment.com,27,3.5417435,0,1,2,0,0,0,1,3,0,0,13,0,0,0,0,0,0.5,0.3478261,0,0,0.22727273,0,0.2,1
caredan.com.br,14,3.2359264,0,2,3,1,0,0,1,2,0,1,4,0,0,0,1,0,0,0.42857143,0,0.5,0.5,0,0,0
video9211.getenjoyment.net,26,3.6573853,0.15384616,2,3,1,0,4,1,3,0,0,8,0,0.15384616,0,1,0,0.5,0.6,0,0.3,0,0,0,0
moto-stops.com,14,2.807355,0,1,3,0,1,0,1,3,0.071428575,0,4,0,0,0,0,0,0,0.33333334,0,0.3,0.22222222,0,0,0
goofy313g.free.fr,17,3.1018813,0.1764706,2,3,1,0,3,1,2,0,1,5,0,0.1764706,0,1,0,0.5,0.5,0,0.39999998,0,0,0,1
aqfmirtqlnuerw.org,18,3.7946534,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.6666667,0,0,0,0.2857143,0,0,0.07692308,0,0,0
tianyingsport.com,17,3.6168747,0,1,2,0,0,0,1,3,0,0,8,0,0,0.4,0,0,0,0.3846154,0,0.100000024,0.33333334,0,0,0
willardswormholes.com,21,3.5585186,0,1,2,0,0,0,1,3,0,0,10,0,0,0.42857143,0,0,0.5,0.29411766,0,0,0.125,0,0,1
mbeccarini.com,14,3.182006,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0.5,0.4,0,0.19999999,0.11111111,0,0,0
xn----htbbwdepbbm2d.xn--p1ai,28,3.682006,0.071428575,1,8,0,1,2,0,4,0.21428572,2,2.625,0,0.071428575,0.6666667,0,0,1,0.071428575,0,0,0,0,0.2,0
gianlucaboezio.it.,18,3.5724313,0,2,3,1,0,0,0,0,0,1,5.3333335,0,0,0,1,0,0,0.5714286,0,0,0.07692308,0,0,0
akillingart.com,15,3.5068908,0,1,2,0,0,0,1,3,0,0,7,0,0,0,0,0,0.5,0.36363637,0,0.3,0.2,0,0,0
clickandjoy.info,16,3.5,0,1,2,0,0,0,0,4,0,0,7.5,0,0,0.2,0,0,0,0.36363637,0,0.3,0.2,0,0,0
7oc.katherine-ernst.com,23,3.7950885,0.04347826,2,4,1,1,1,1,3,0.04347826,0,5,0,0.04347826,0.2857143,1,0,0,0.5,0,0,0,0,0,0
swiatbaterii.pl,15,3.3232315,0,1,2,0,0,0,1,2,0,1,7,0,0,0,0,0,0.5,0.5,0,0.39999998,0.27272728,0,0,0
judgeco.com,11,3.0957954,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.42857143,0,0.39999998,0,0,0,1
tennisnewsonline.com,20,3.2037017,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0,0,0,0.5,0.375,0,0,0.26666668,0,0,1
dr-delgado.eyeballz.com,23,3.6424897,0,2,4,1,1,0,1,3,0.04347826,1,5,0,0,0.14285715,1,0,0,0.33333334,0,0.19999999,0,0,0,0
incoctel.cl,11,2.845351,0,1,2,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0.375,0,0.39999998,0.14285715,0,0,0
jmdfsl.com,10,3.1219282,0,1,2,0,0,0,1,3,0,0,4.5,0,0,1,0,0,0,0,0,0.5,0,0,0,1
grandstandsports.com,20,3.4841838,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.8333333,0,0,0,0.1875,0,0,0.33333334,0,0.4,1
ohranger.com,12,3.251629,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.375,0,0.39999998,0.42857143,0,0,1
igsolutiontech.com,18,3.5724313,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0,0.42857143,0,0,0.07692308,0,0,0
sylvielafontaine.com,20,3.7219281,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0,0,0,0,0.5,0,0,0.13333334,0,0,1
howthatficy.ru,14,3.5216408,0,1,2,0,0,0,1,2,0,1,6.5,0,0,0.25,0,0,0,0.36363637,0,0.3,0.3,0,0,0
chutescoulonge.qc.ca,20,3.521928,0,2,3,1,0,0,1,2,0,2,6,0,0,0,1,0,0,0.42857143,0,0,0.30769232,0,0,1
vedicmotet.com,14,3.0930693,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.3,0.11111111,0,0,0
abctickets.com,14,3.324863,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0.25,0,0,0,0.3,0,0.3,0,0,0,1
giantcamera.com,15,3.3232315,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.45454547,0,0.3,0.2,0,0,1
jswyjd.com,10,3.1219282,0,1,2,0,0,0,1,3,0,0,4.5,0,0,0.33333334,0,0,0,0.16666667,0,0.5,0,0,0,0
oldgas.com,10,3.1219282,0,1,2,0,0,0,1,3,0,0,4.5,0,0,0.33333334,0,0,0,0.33333334,0,0.5,0,0,0,1
praisesong.net,14,3.3787835,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.3,0.44444445,0,0,1
pastelesallegro.mx,18,3.4193819,0,1,2,0,0,0,0,2,0,1,8.5,0,0,0,0,0,0.5,0.4,0,0,0.071428575,0,0,0
dwyerclan.com,13,3.5465937,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0,0.33333334,0,0.3,0.25,0,0,1
genesisbilling.net,18,3.0441105,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0.5,0.35714287,0,0,0.3846154,0,0,0
thedukewilliaminn.co.uk,23,3.7950885,0,2,3,1,0,0,1,2,0,2,7,0,0,0,1,0,0.5,0.4117647,0,0,0.25,0,0,1
longdistancerelationships.com,29,3.857307,0,1,2,0,0,0,1,3,0,0,14,0,0,0.22222222,0,0,0,0.36,0,0,0.375,0,0,1
playstation3bundle.com,22,4.004886,0.045454547,1,2,0,0,1,1,3,0,0,10.5,0,0.045454547,0.14285715,0,0,0,0.4117647,0,0,0.1764706,0,0,1
dafbacbclodmbbff.com ,21,3.1775663,0,1,2,0,0,0,0,4,0,0,10,0,0,0.85714287,0,0,0.5,0.1875,0,0,0,0,0,0
heat-street.org.uk,18,3.4193819,0,2,4,1,1,0,1,2,0.055555556,1,3.75,0,0,0.16666667,1,0,0.5,0.4,0,0.19999999,0.3,0,0,0
cohabited-blakemore.02ipad.com,30,4.031402,0.06666667,2,4,1,1,2,1,3,0.033333335,0,6.75,0,0.06666667,0,1,0,0,0.44444445,0,0,0.2777778,0,0,0
reborntech.in,13,3.2389014,0,1,2,0,0,0,1,2,0,1,6,0,0,0.25,0,0,0,0.3,0,0.3,0.22222222,0,0,0
huapala.org,11,3.0271692,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.5714286,0,0.4,0,0,0,1
nonelikeit.com,14,3.2359264,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.5,0,0.3,0.22222222,0,0,0
factbites.com,13,3.3927474,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0,0.33333334,0,0.5,0.25,0,0,1
tksupply.com,12,3.4182959,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0.5,0,0,0.5,0.25,0,0.5,0,0,0,0
natebarksdale.com,17,3.6901166,0,1,2,0,0,0,1,3,0,0,8,0,0,0.4,0,0,0,0.3846154,0,0.100000024,0.083333336,0,0,1
advert-department-51.16mb.com,29,3.952303,0.13793103,2,5,1,1,4,1,3,0.06896552,1,5,0,0.13793103,0.11111111,1,0,0,0.3125,0,0,0.10526316,0,0,0
endwithcare.org,15,3.640224,0,1,2,0,0,0,1,3,0,0,7,0,0,0.4,0,0,0,0.36363637,0,0.3,0.5,0,0,0
staygray.com,12,3.251629,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0
xsso.www.hoarafushionline.net,29,3.7623107,0,3,4,2,0,0,1,3,0,0,6.5,0,0,0.22222222,1,0,0.5,0.25,0,0.4,0,0,0,0
myopportunity.email,19,3.6163485,0,1,2,0,0,0,0,5,0,0,9,0,0,0,0,0,0.5,0.46153846,0,0.100000024,0.16666667,0,0,0
columbusga.cityapt.org,22,3.8230681,0,2,3,1,0,0,1,3,0,0,6.6666665,0,0,0,1,0,0,0.4,0,0.3,0,0,0,1
onsupportfilesdata.ml,21,3.820889,0,1,2,0,0,0,0,2,0,1,10,0,0,0.14285715,0,0,0.5,0.3888889,0,0,0.23529412,0,0,0
kolkata.quikr.com,17,3.4548223,0,2,3,1,0,0,1,3,0,0,5,0,0,0,1,0,0,0.42857143,0,0.5,0.16666667,0,0,1
thesixthspace.com,17,3.4992275,0,1,2,0,0,0,1,3,0,0,8,0,0,0.6,0,0,0,0.30769232,0,0.100000024,0.33333334,0,0,0
jaipurmaheshwari.com,20,3.6841838,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.16666667,0,0,0,0.4375,0,0,0.13333334,0,0,0
fuckyeahtimburton.tumblr.com,28,3.94076,0,2,3,1,0,0,1,3,0,0,8.666667,0,0,0.22222222,1,0,0,0.4117647,0,0,0.125,0,0,1
columbia.craigslist.org,23,3.6211755,0,2,3,1,0,0,1,3,0,0,7,0,0,0.14285715,1,0,0,0.5,0,0.39999998,0,0,0,1
darkville.com,13,3.5465937,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0.5,0.33333334,0,0.39999998,0,0,0,1
trademediator.com,17,3.2639334,0,1,2,0,0,0,1,3,0,0,8,0,0,0,0,0,0,0.46153846,0,0.19999999,0.33333334,0,0,0
clairefletcher-meow.blogspot.com,32,3.9528196,0,2,4,1,1,0,1,3,0.03125,0,7.25,0,0,0.2,1,0,0,0.3888889,0,0,0.16666667,0,0,1
panex.000webhostapp.com,23,3.7622674,0.13043478,2,3,1,0,3,1,3,0,0,7,0,0.13043478,0,1,0,0,0.4,0,0.4,0.25,0,0,0
dvdrmorph.tripod.com,20,3.308695,0,2,3,1,0,0,1,3,0,0,6,0,0,0.6666667,1,0,0,0.11111111,0,0.3,0.125,0,0,1
bartagretek.wikia.com,21,3.5944657,0,2,3,1,0,0,1,3,0,0,6.3333335,0,0,0,1,0,0,0.36363637,0,0.3,0.1,0,0,1
scanmyphones.com,16,3.375,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0,0.33333334,0,0.19999999,0.27272728,0,0,0
whockey.com,11,3.0957954,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.42857143,0,0.5,0,0,0,1
gytuyijghjkyj.000webhostapp.com,31,4.106949,0.09677419,2,3,1,0,3,1,3,0,0,9.666667,0,0.09677419,0.3,1,0,0,0.3846154,0.2,0,0,0.33333334,0,0
jjb-events.nl,13,3.2389014,0,1,3,0,1,0,1,2,0.07692308,1,3.6666667,0,0,0.5,0,0,0.5,0.22222222,0,0.19999999,0.11111111,0,0,0
nvwriter.com,12,3.4182959,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0.5,0,0,0,0.25,0,0.4,0.2857143,0,0,0
reginaautoauction.com,21,3.4632807,0,1,2,0,0,0,1,3,0,0,10,0,0,0,0,0,0.5,0.5882353,0,0,0.25,0,0,0
mapsofworld.com,15,3.456565,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.27272728,0,0.19999999,0.1,0,0,1
hollandscomet.blogspot.com,26,3.6864195,0,2,3,1,0,0,1,3,0,0,8,0,0,0.375,1,0,0.5,0.30769232,0,0,0.16666667,0,0,1
infinitydjs.com,15,3.456565,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.36363637,0,0.19999999,0.3,0,0,0
wwwattycom.000webhostapp.com,28,3.6550455,0.10714286,2,3,1,0,3,1,3,0,0,8.666667,0,0.10714286,0.11111111,1,0,0.75,0.3,0,0.3,0.11111111,0,0,0
gavoyager.com,13,3.2389014,0,1,2,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0.5555556,0,0.39999998,0.125,0,0,1
notice-reportslogsinfoo000.000webhostapp.com,44,4.000777,0.13636364,2,4,1,1,6,1,3,0.022727273,0,10.25,0,0.13636364,0.14285715,1,0,0.75,0.4090909,0,0,0.12,0,0,0
lotionsandpotions.com,21,3.32734,0,1,2,0,0,0,1,3,0,0,10,0,0,0.14285715,0,1,0,0.4117647,0,0,0.25,0,0.8,1
harvesthomes.com,16,3.375,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.2,0,0,0,0.33333334,0,0.100000024,0.36363637,0,0,1
