Url,DomainNameLength,UrlEntropy,PercentageNumericChars,DotCount,TokenCount,SubdomainCount,HasHyphenInDomain,NumberOfDigits,TldPopularity,TldLength,HyphenRatio,VeryShortTokenCount,AverageTokenLength,HasBrandPrefix,DigitToLengthRatio,ConsonantClusterScore,IsAllSubdomain,IsRandomString,RepeatedCharScore,VowelConsonantRatio,UnigramRarity,LevenshteinToBrands,BigramEnglishScore,CharacterTransitionScore,RepeatedNGramScore,ClassLabel
german.meetup.com,17,3.4104173,0,2,3,1,0,0,1,3,0,0,5,0,0,0,1,0,0,0.33333334,0,0.4,0.4,0,0,1
rabbanddavis.com,16,3.4528196,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.2,0,0,0.5,0.33333334,0,0.19999999,0.27272728,0,0,1
rockstarnetwork.net,19,3.3263605,0,1,2,0,0,0,1,3,0,0,9,0,0,0.33333334,0,0,0,0.26666668,0,0,0.071428575,0,0,1
daedalus.dommel.be,18,3.1971598,0,2,3,1,0,0,1,2,0,1,5.3333335,0,0,0,1,0,0,0.5,0,0.5,0.14285715,0,0,0
barbertone.com,14,3.2359264,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.3,0.33333334,0,0,1
miville.net,11,2.9139771,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0.5,0.42857143,0,0.5,0,0,0,1
techtell.pl,11,2.6635327,0,1,2,0,0,0,1,2,0,1,5,0,0,0.33333334,0,0,0.5,0.25,0,0.5,0,0,0,0
w8ji.com,8,3,0.125,1,2,0,0,1,1,3,0,0,3.5,0,0.125,0,0,0,0,0.33333334,0,0.4,0,0,0,1
blackfriday-wall-com-br.umbler.net,34,4.057476,0,2,6,1,1,0,1,3,0.0882353,1,4.8333335,0,0,0.27272728,1,0,0.5,0.3,0,0,0,0,0,0
zivity.com,10,3.1219282,0,1,2,0,0,0,1,3,0,0,4.5,0,0,0,0,0,0,0.5,0,0.5,0.2,0,0,1
folkmusic.about.com,19,3.5766177,0,2,3,1,0,0,1,3,0,0,5.6666665,0,0,0.16666667,1,0,0,0.33333334,0,0.3,0,0,0,1
yvalina.nl,10,2.7219281,0,1,2,0,0,0,1,2,0,1,4.5,0,0,0,0,0,0,0.5714286,0,0.5,0.16666667,0,0,1
fortiusfitness.com,18,3.4613202,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0.5,0.35714287,0,0,0.23076923,0,0,0
hybridtrend.com,15,3.640224,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.27272728,0,0.19999999,0.3,0,0,0
porting-unix-to-the-386.jolix.com,33,4.0895524,0.09090909,2,7,1,1,3,1,3,0.121212125,1,3.857143,0,0.09090909,0,1,0,0,0.375,0,0,0.27272728,0,0,1
randscfennai.blogspot.co.nz,27,3.884155,0,3,4,2,0,0,0,2,0,2,6,0,0,0.44444445,1,0,0.5,0.33333334,0,0.100000024,0.27272728,0,0,0
grijspaardt.nl,14,3.5216408,0,1,2,0,0,0,1,2,0,1,6.5,0,0,0.5,0,0,0.5,0.27272728,0,0.3,0,0,0,0
hell-cat.com,12,3.251629,0,1,3,0,1,0,1,3,0.083333336,0,3.3333333,0,0,0,0,0,0.5,0.2857143,0,0.39999998,0.2857143,0,0,1
math.sun.ac.za,14,3.1280854,0,3,4,2,0,0,0,2,0,2,2.75,0,0,0,1,0,0,0.25,0,0.4,0.6666667,0,0,1
kungfu.cc,9,2.7254806,0,1,2,0,0,0,0,2,0,1,4,0,0,0.33333334,0,0,0,0.33333334,0,0.5,0.2,0,0,1
purplehazepub.com,17,3.5724695,0,1,2,0,0,0,1,3,0,0,8,0,0,0.2,0,0,0,0.3846154,0,0,0.083333336,0,0,0
carter-cousins.org,18,3.5724313,0,1,3,0,1,0,1,3,0.055555556,0,5.3333335,0,0,0,0,0,0,0.3846154,0,0,0.23076923,0,0,1
sharepoint.bg,13,3.7004397,0,1,2,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0.4,0,0.39999998,0.33333334,0,0,0
estudio57.com.ar,16,3.75,0.125,2,3,1,0,2,0,2,0,1,4.6666665,0,0.125,0,1,0,0,0.5714286,0,0.3,0.125,0,0,0
sasquatch-wps.ca,16,3.2806392,0,1,3,0,1,0,1,2,0.0625,1,4.6666665,0,0,0.4,0,0,0,0.25,0.2,0.100000024,0.083333336,0.33333334,0,1
aeee.co.uk,10,2.6464393,0,2,3,1,0,0,1,2,0,2,2.6666667,0,0,0,1,0,0.75,1,0,0.7,0,0,0,0
hsinet.org,10,3.321928,0,1,2,0,0,0,1,3,0,0,4.5,0,0,0,0,0,0,0.33333334,0,0.5,0.2,0,0,1
becomehealthynow.com,20,3.5464394,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.16666667,0,0,0,0.4375,0,0,0.13333334,0,0,1
en.epochtimes.com,17,3.3371754,0,2,3,1,0,0,1,3,0,1,5,0,0,0.2,1,0,0,0.5,0,0,1,0,0,1
kpmsfoundation.org,18,3.7946534,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.5,0,0,0,0.35714287,0,0,0.30769232,0,0,0
nabsecures.com,14,3.3787835,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.39999998,0.22222222,0,0,0
fullpagecpm.info,16,3.625,0,1,2,0,0,0,0,4,0,0,7.5,0,0,0.4,0,0,0.5,0.27272728,0,0.19999999,0,0,0,0
mphtadhci5mrdlju.tor2web.org,28,4.2089663,0.071428575,2,3,1,0,2,1,3,0,0,8.666667,0,0.071428575,0.6666667,1,0,0,0.2,0,0,0,0,0,0
attpsl.com,10,3.1219282,0,1,2,0,0,0,1,3,0,0,4.5,0,0,1,0,0,0.5,0.16666667,0,0.4,0.2,0,0,1
bluehost.hu,11,3.0957954,0,1,2,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0.375,0,0.39999998,0,0,0,0
hirshhorn.si.edu,16,3.2028196,0,2,3,1,0,0,0,3,0,1,4.6666665,0,0,0.4,1,0,0.5,0.22222222,0,0.3,0.25,0,0,1
cnsb.pt,7,2.807355,0,1,2,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0.4,0,0,0,0
fanaticpromotion.blogspot.com,29,3.676441,0,2,3,1,0,0,1,3,0,0,9,0,0,0.22222222,1,0,0,0.4375,0,0,0.2,0,0,1
hsd.org,7,2.807355,0,1,2,0,0,0,1,3,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,0,1
tam.missouri.edu,16,3.375,0,2,3,1,0,0,0,3,0,0,4.6666665,0,0,0,1,0,0,0.33333334,0,0,0,0,0,1
butchershall.com,16,3.625,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.4,0,0,0.5,0.25,0,0.100000024,0.27272728,0,0,1
b-generali.it,13,3.3927474,0,1,3,0,1,0,1,2,0.07692308,2,3.6666667,0,0,0,0,0,0,0.44444445,0,0.3,0.22222222,0,0,0
bluepaint.info,14,3.5216408,0,1,2,0,0,0,0,4,0,0,6.5,0,0,0,0,0,0,0.44444445,0,0.39999998,0.125,0,0,0
freegames777.net,16,3.2028196,0.1875,1,2,0,0,3,1,3,0,0,7.5,0,0.1875,0,0,0,0.75,0.44444445,0,0.100000024,0.18181819,0,0,0
esnsenixttaxjs.org,18,3.4613202,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0.5,0,0,0.5,0.2857143,0,0,0.15384616,0,0,0
mvreklamy.ru,12,3.251629,0,1,2,0,0,0,1,2,0,1,5.5,0,0,0.25,0,0,0,0.33333334,0,0.39999998,0.125,0,0,0
offermarket.net,15,3.1898983,0,1,2,0,0,0,1,3,0,0,7,0,0,0,0,0,0.5,0.36363637,0,0.3,0.1,0,0,0
math.usma.edu,13,3.085055,0,2,3,1,0,0,0,3,0,0,3.6666667,0,0,0,1,0,0,0.25,0,0.4,0.6666667,0,0,1
iption-kontakt.com,18,3.308271,0,1,3,0,1,0,1,3,0.055555556,0,5.3333335,0,0,0,0,0,0,0.3846154,0,0,0.15384616,0,0,0
biasa.co.za,11,2.845351,0,2,3,1,0,0,0,2,0,2,3,0,0,0,1,0,0,0.6,0,0.4,0,0,0,1
defenceiq.us,12,3.188722,0,1,2,0,0,0,0,2,0,1,5.5,0,0,0,0,0,0,0.44444445,0,0.3,0.125,0,0,0
o14ozo0aet.mymazisocimowsed.net,31,3.885828,0.09677419,2,3,1,0,3,1,3,0,0,9.666667,0,0.09677419,0,1,0,0,0.71428573,0,0.3,0,0,0,0
visualohio.com,14,3.324863,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.6,0,0.3,0.22222222,0,0,1
c0n.cc,6,1.7924813,0.16666667,1,2,0,0,1,0,2,0,1,2.5,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0
ksskomunalni.pl,15,3.3735573,0,1,2,0,0,0,1,2,0,1,7,0,0,0.4,0,0,0.5,0.33333334,0,0,0,0,0,0
kbwerbetechnik-pirna.de,23,3.7409532,0,1,3,0,1,0,1,2,0.04347826,1,7,0,0,0.2857143,0,0,0,0.31578946,0,0,0.05263158,0,0,0
englishcomplit.unc.edu,22,3.8230681,0,2,3,1,0,0,0,3,0,0,6.6666665,0,0,0.42857143,1,0,0,0.2857143,0,0,0.30769232,0,0,1
portobello-chalkidiki.gr,24,3.823935,0,1,3,0,1,0,0,2,0.041666668,1,7.3333335,0,0,0,0,0,0.5,0.4,0,0,0.15,0,0,0
cedars-sinai.edu,16,3.375,0,1,3,0,1,0,0,3,0.0625,0,4.6666665,0,0,0,0,0,0,0.45454547,0,0.100000024,0.18181819,0,0,1
igpscan.com,11,3.2776134,0,1,2,0,0,0,1,3,0,0,5,0,0,0.6666667,0,0,0,0.2857143,0,0.39999998,0.16666667,0,0,1
ticketmaster.ca,15,3.1898983,0,1,2,0,0,0,1,2,0,1,7,0,0,0,0,0,0,0.33333334,0,0.3,0.09090909,0,0,1
affordablewebsitesolutions.net,30,3.7647352,0,1,2,0,0,0,1,3,0,0,14.5,0,0,0,0,0,0.5,0.42307693,0,0,0.16,0,0,0
mxp2134.com,11,3.2776134,0.36363637,1,2,0,0,4,1,3,0,0,5,0,0.36363637,0.33333334,0,0,0,0,0,0.39999998,0,0,0,0
games.videotron.com,19,3.6818807,0,2,3,1,0,0,1,3,0,0,5.6666665,0,0,0,1,0,0,0.4,0,0.4,0.25,0,0,1
agatagioielli.it,16,2.8278196,0,1,2,0,0,0,1,2,0,1,7.5,0,0,0,0,0,0.5,0.61538464,0,0,0.083333336,0,0,0
whb-international.com,21,3.784942,0,1,3,0,1,0,1,3,0.04761905,0,6.3333335,0,0,0.14285715,0,0,0,0.375,0,0,0.25,0,0,1
bahubaligroup.com,17,3.6168747,0,1,2,0,0,0,1,3,0,0,8,0,0,0,0,0,0,0.46153846,0,0,0.083333336,0,0,1
icebreaker4men.com,18,3.3921473,0.055555556,1,2,0,0,1,1,3,0,0,8.5,0,0.055555556,0,0,0,0,0.46153846,0,0,0.23076923,0,0,1
usando.com.ar,13,3.2389014,0,2,3,1,0,0,0,2,0,1,3.6666667,0,0,0,1,0,0,0.5,0,0.4,0.4,0,0,1
jackcooper.com,14,3.1280854,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0.25,0,0,0.5,0.4,0,0.39999998,0.11111111,0,0,1
dawngadon.com,13,3.085055,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0,0.33333334,0,0.5,0.25,0,0,0
groovecontroldigital.com,24,3.6012275,0,1,2,0,0,0,1,3,0,0,11.5,0,0,0.125,0,0,0.5,0.4,0,0,0.10526316,0,0,1
chezcharbonneau.com,19,3.4713545,0,1,2,0,0,0,1,3,0,0,9,0,0,0.16666667,0,0,0.5,0.4,0,0,0.21428572,0,0,1
prowrestling.com,16,3.75,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.2,0,0,0,0.25,0,0.100000024,0.36363637,0,0,1
corollawildhorses.com,21,3.4992275,0,1,2,0,0,0,1,3,0,0,10,0,0,0.14285715,0,0,0.5,0.3529412,0,0,0.1875,0,0,1
owa2121.form2pay.com,20,3.4464393,0.25,2,3,1,0,5,1,3,0,0,6,0,0.25,0,1,0,0,0.6666667,0,0.39999998,0,0,0,0
sru.edu,7,2.5216408,0,1,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0.33333334,0,0,0,0,0,1
vaaranamdatasolutions.com,25,3.5132697,0,1,2,0,0,0,1,3,0,0,12,0,0,0,0,0,0.5,0.47619048,0,0,0.15,0,0,0
chem-structure.org,18,3.4613202,0,1,3,0,1,0,1,3,0.055555556,0,5.3333335,0,0,0.16666667,0,0,0,0.30769232,0,0,0.15384616,0,0,0
slog.thestranger.com,20,3.6219282,0,2,3,1,0,0,1,3,0,0,6,0,0,0.16666667,1,0,0,0.25,0,0.4,0,0,0,1
menupix.com,11,3.2776134,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.42857143,0,0.4,0.16666667,0,0,1
fwp.mt.gov,10,3.1219282,0,2,3,1,0,0,0,3,0,1,2.6666667,0,0,0.33333334,1,0,0,0,0.2,0,0,0.33333334,0,1
orad.it,7,2.807355,0,1,2,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0.5,0,0.7,0.33333334,0,0,0
carloscarreno.cl,16,3.0306392,0,1,2,0,0,0,0,2,0,1,7.5,0,0,0,0,0,0.5,0.3846154,0,0.100000024,0.16666667,0,0.2,0
maphist.com,11,3.2776134,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.2857143,0,0.5,0.33333334,0,0,1
rkfma.com,9,2.947703,0,1,2,0,0,0,1,3,0,0,4,0,0,0.6666667,0,0,0,0.2,0,0.5,0,0,0,1
flagrider.com,13,3.5465937,0,1,2,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0.33333334,0,0.3,0.125,0,0,0
akamaicss.com,13,2.8731408,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0.5,0.44444445,0,0.39999998,0,0,0,0
reddevilgames.com,17,3.5724695,0,1,2,0,0,0,1,3,0,0,8,0,0,0,0,0,0.5,0.3846154,0,0.19999999,0.25,0,0,1
northernrugby.co.uk,19,3.5766177,0,2,3,1,0,0,1,2,0,2,5.6666665,0,0,0.33333334,1,0,0,0.30769232,0,0.100000024,0.33333334,0,0,1
iophanti.hurryaccompany.ru,26,3.6423714,0,2,3,1,0,0,1,2,0,1,8,0,0,0,1,0,0,0.5,0,0.39999998,0.2857143,0,0,0
freshpatents.com,16,3.625,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.4,0,0,0,0.25,0,0.100000024,0.36363637,0,0,1
iinet.com,9,2.947703,0,1,2,0,0,0,1,3,0,0,4,0,0,0,0,0,0.5,0.6,0,0.5,0.25,0,0,1
strieglerbaanwerkers.thehomesteadconstruction.com,49,3.9588847,0,2,3,1,0,0,1,3,0,0,15.666667,0,0,0.1875,1,0,0.5,0.35,0,0,0.21052632,0,0,0
ecards-yahoo.com,16,3.4528196,0,1,3,0,1,0,1,3,0.0625,0,4.6666665,0,0,0.2,0,0,0.5,0.54545456,0,0.3,0,0,0,0
katerinamertikas.com,20,3.4841838,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0,0,0,0,0.4375,0,0,0.26666668,0,0,1
bartholomewlawfirm.com,22,3.6635327,0,1,2,0,0,0,1,3,0,0,10.5,0,0,0.14285715,0,0,0,0.33333334,0,0,0.05882353,0,0,0
mdt.grandtraversedesign.com,27,3.708048,0,2,3,1,0,0,1,3,0,0,8.333333,0,0,0.33333334,1,0,0,0,0,0,0,0,0,0
legrandelapin.blogspot.com,26,3.8731408,0,2,3,1,0,0,1,3,0,0,8,0,0,0.125,1,0,0,0.3846154,0,0.19999999,0.25,0,0,1
discountadultshopping.com,25,3.8136606,0,1,2,0,0,0,1,3,0,0,12,0,0,0.25,0,0,0.5,0.33333334,0,0,0.2,0,0,1
kaloszeprosze.sub.gouldsit.com,30,3.9483945,0,3,4,2,0,0,1,3,0,0,6.75,0,0,0.1,1,0,0,0.3846154,0,0.19999999,0,0,0.4,0
practiceprofitsplus.com,23,3.6753109,0,1,2,0,0,0,1,3,0,0,11,0,0,0.2857143,0,0,0,0.31578946,0,0,0.055555556,0,0,0
arenatrack.com,14,3.182006,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.3,0.33333334,0,0,1
killerbhive.blogspot.com,24,3.8553886,0,2,3,1,0,0,1,3,0,0,7.3333335,0,0,0.25,1,0,0.5,0.36363637,0,0.19999999,0.2,0,0,1
realestatelaval.com,19,3.2210972,0,1,2,0,0,0,1,3,0,0,9,0,0,0,0,0,0,0.46666667,0,0,0.21428572,0,0,1
madametussauds.com,18,3.1552215,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0.5,0.42857143,0,0,0,0,0,1
roadsidethoughts.com,20,3.6841838,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.33333334,0,0,0,0.375,0,0,0.13333334,0,0,1
10dollarjumpstart.org,21,3.784942,0.0952381,1,2,0,0,2,1,3,0,0,10,0,0.0952381,0.2857143,0,0,0.5,0.26666668,0,0,0,0,0,0
paris.shuttleairport.com,24,3.688722,0,2,3,1,0,0,1,3,0,0,7.3333335,0,0,0.125,1,0,0,0.4,0,0.4,0.25,0,0,1
flock.com.br,12,3.0849626,0,2,3,1,0,0,1,2,0,1,3.3333333,0,0,0,1,0,0,0.2,0,0.5,0,0,0,0
georgeasmith.com,16,3.5,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0,0.41666666,0,0.19999999,0.27272728,0,0,1
veriifikasii214.wixsite.com,27,3.8048325,0.11111111,2,3,1,0,3,1,3,0,0,8.333333,0,0.11111111,0,1,0,0.5,0.5833333,0,0,0.071428575,0,0,0
bmdsonline.co.uk,16,3.625,0,2,3,1,0,0,1,2,0,2,4.6666665,0,0,0.4,1,0,0,0.3,0,0.3,0.22222222,0,0,1
informationcratax-user.from-nm.com,34,3.74894,0,2,5,1,1,0,1,3,0.05882353,1,6,0,0,0.09090909,1,0,0,0.42857143,0,0,0.2857143,0,0,0
ladimoradidannunzio.it,22,3.3564925,0,1,2,0,0,0,1,2,0,1,10.5,0,0,0,0,0,0.5,0.47368422,0,0,0.11111111,0,0.2,0
acmswebmail.myfreesites.net,27,3.6763906,0,2,3,1,0,0,1,3,0,0,8.333333,0,0,0.22222222,1,0,0,0.36363637,0,0.19999999,0,0,0,0
ashethel.com,12,3.251629,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.375,0,0.39999998,0.42857143,0,0,0
americanwarheroes.org,21,3.4632807,0,1,2,0,0,0,1,3,0,0,10,0,0,0,0,0,0,0.47058824,0,0,0.3125,0,0,1
viinikellarit-hekkie.newfordpa.com,34,4.017918,0,2,4,1,1,0,1,3,0.029411765,0,7.75,0,0,0.09090909,1,0,0.5,0.47368422,0,0,0.15789473,0,0,0
webmail1.lombric.ch,19,3.6163485,0.05263158,2,3,1,0,1,1,2,0,1,5.6666665,0,0.05263158,0.16666667,1,0,0,0.42857143,0,0.5,0,0,0,0
mojeweselicho.za.pl,19,3.6818807,0,2,3,1,0,0,1,2,0,2,5.6666665,0,0,0,1,0,0,0.46153846,0,0,0.083333336,0,0,0
verifikasifb018.wixsite.com,27,4.0286045,0.11111111,2,3,1,0,3,1,3,0,0,8.333333,0,0.11111111,0,1,0,0,0.41666666,0,0,0.071428575,0,0,0
simperizinan.sragenkab.go.id,28,3.7264743,0,3,4,2,0,0,0,2,0,2,6.25,0,0,0,1,0,0,0.41666666,0,0.19999999,0.27272728,0,0,0
malisplace.com,14,3.2359264,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0.25,0,0,0,0.4,0,0.39999998,0.11111111,0,0,1
maannioda.com,13,2.8731408,0,1,2,0,0,0,1,3,0,0,6,0,0,0,0,0,0.5,0.5555556,0,0.3,0.125,0,0,0
verbungle.com,13,3.5465937,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0,0.33333334,0,0.39999998,0.25,0,0,1
isumisilvergarden.web.fc2.com,29,4.090234,0.03448276,3,4,2,0,1,1,3,0,0,6.5,0,0.03448276,0,1,0,0,0.4117647,0,0,0.25,0,0,0
allatacadista.com.br,20,3.3414462,0,2,3,1,0,0,1,2,0,1,6,0,0,0,1,0,0.5,0.46153846,0,0,0.16666667,0,0,0
reshealth.org,13,3.2389014,0,1,2,0,0,0,1,3,0,0,6,0,0,0.25,0,0,0,0.33333334,0,0.39999998,0.5,0,0,1
meijikuhibiniu.wordpress.com,28,3.892725,0,2,3,1,0,0,1,3,0,0,8.666667,0,0,0.22222222,1,0,0,0.5714286,0,0,0.15384616,0,0,1
123456789xx.pe.hu,17,3.8521688,0.5294118,2,3,1,0,9,0,2,0,2,5,0,0.5294118,0,1,0,0.5,0,0,0,0,0,0,0
daveryso.com,12,3.4182959,0,1,2,0,0,0,1,3,0,0,5.5,0,0,0,0,0,0,0.5,0,0.39999998,0.14285715,0,0,0
bopecaptain.0xhost.net,22,3.697846,0.045454547,2,3,1,0,1,1,3,0,0,6.6666665,0,0.045454547,0,1,0,0,0.45454547,0,0.19999999,0.1,0,0,0
iwuwildcats.com,15,3.5068908,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.36363637,0,0.19999999,0.1,0,0,1
crb.ri.gov,10,2.9219282,0,2,3,1,0,0,0,3,0,1,2.6666667,0,0,0.33333334,1,0,0,0,0,0,0,0,0,1
pejustitha.com,14,3.6644979,0,1,2,0,0,0,1,3,0,0,6.5,0,0,0,0,0,0,0.4,0,0.3,0.33333334,0,0,0
shpl-mm.com,11,3.0271692,0,1,3,0,1,0,1,3,0.09090909,1,3,0,0,0.6666667,0,0,0.5,0,0,0.5,0,0,0,0
osfbc.wordpress.com,19,3.4316235,0,2,3,1,0,0,1,3,0,0,5.6666665,0,0,0.6666667,1,0,0,0.2,0,0.5,0,0,0,1
healthproblemsdog.com,21,3.784942,0,1,2,0,0,0,1,3,0,0,10,0,0,0.5714286,0,0,0,0.29411766,0,0,0.125,0,0,1
bbk.academia.edu,16,3.2028196,0,2,3,1,0,0,0,3,0,0,4.6666665,0,0,0.2,1,0,0.5,0,0,0,0,0,0,1
hgxa1v.freewebhostx.com,23,3.9690018,0.04347826,2,3,1,0,1,1,3,0,0,7,0,0.04347826,0.2857143,1,0,0,0.2,0,0.5,0,0,0,1
ovofit.cz,9,2.947703,0,1,2,0,0,0,1,2,0,1,4,0,0,0,0,0,0,0.5,0,0.4,0.2,0,0,0
microwiki.org.uk,16,3.2028196,0,2,3,1,0,0,1,2,0,1,4.6666665,0,0,0,1,0,0,0.44444445,0,0.4,0,0,0,1
gorgeousconsultant.com,22,3.550341,0,1,2,0,0,0,1,3,0,0,10.5,0,0,0,0,0,0,0.3888889,0,0,0.23529412,0,0,0
gregory-morgan.suite101.com,27,3.9302704,0.11111111,2,4,1,1,3,1,3,0.037037037,0,6,0,0.11111111,0,1,0,0,0.3846154,0,0,0.30769232,0,0,1
persmin.nic.in,14,2.9852283,0,2,3,1,0,0,1,2,0,1,4,0,0,0.25,1,0,0,0.2857143,0,0.5,0.33333334,0,0,1
theatreanddance.txstate.edu,27,3.2743628,0,2,3,1,0,0,0,3,0,0,8.333333,0,0,0.33333334,1,0,0.5,0.4,0,0,0.5,0,0,1
sandbox47f3d0795c73467384b3880c4fc080b4.mailgun.org,51,4.3563585,0.47058824,2,3,1,0,24,1,3,0,0,16.333334,0,0.47058824,0.05882353,1,0,0.5,0.13333334,0,0,0.05263158,0,0,0
cset.sp.utoledo.edu,19,3.2210972,0,3,4,2,0,0,0,3,0,1,4,0,0,0,1,0,0,0.25,0,0.4,0,0,0,1
litocom.com,11,2.6635327,0,1,2,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0.42857143,0,0.5,0.33333334,0,0,0
zolotinka.com.ua,16,3.4528196,0,2,3,1,0,0,0,2,0,1,4.6666665,0,0,0,1,0,0,0.44444445,0,0.3,0.125,0,0,0
healthieryou.com,16,3.625,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0.2,0,0,0,0.5833333,0,0.100000024,0.45454547,0,0,1
autoworld.nfo.ph,16,3.5778196,0,2,3,1,0,0,0,2,0,1,4.6666665,0,0,0.2,1,0,0,0.44444445,0,0.39999998,0.25,0,0,1
arabhashtag.com,15,3.2402241,0,1,2,0,0,0,1,3,0,0,7,0,0,0.2,0,0,0,0.36363637,0,0.19999999,0.1,0,0,0
es.photography-now.com,22,3.8230681,0,2,4,1,1,0,1,3,0.045454547,1,4.75,0,0,0,1,0,0,0.5,0,0,1,0,0,1
brucewiggins.net,16,3.5,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0.5,0.33333334,0,0.100000024,0.09090909,0,0,0
thomsonlocal.com,16,3.125,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0,0.33333334,0,0.100000024,0.18181819,0,0,1
poiriersound.com,16,3.4528196,0,1,2,0,0,0,1,3,0,0,7.5,0,0,0,0,0,0,0.5,0,0.100000024,0.27272728,0,0,1
valiant-technologies.net,24,3.6572683,0,1,3,0,1,0,1,3,0.041666668,0,7.3333335,0,0,0.125,0,0,0,0.42105263,0,0,0.10526316,0,0,0
cwa4501.org,11,3.4594316,0.36363637,1,2,0,0,4,1,3,0,0,5,0,0.36363637,0,0,0,0,0.33333334,0,0.39999998,0,0,0,0
upperhouse.000webhostapp.com,28,3.7264743,0.10714286,2,3,1,0,3,1,3,0,0,8.666667,0,0.10714286,0,1,0,0.5,0.5,0,0.3,0.22222222,0,0,0
flc.bear-into-boots.com,23,3.7409532,0,2,5,1,1,0,1,3,0.08695652,0,3.8,0,0,0.14285715,1,0,0,0,0,0,0,0,0,0
terrain-designs.co.uk,21,3.820889,0,2,4,1,1,0,1,2,0.04761905,2,4.5,0,0,0.14285715,1,0,0.5,0.35714287,0,0,0.21428572,0,0,0
guardian.co.uk,14,3.3787835,0,2,3,1,0,0,1,2,0,2,4,0,0,0,1,0,0,0.5,0,0.39999998,0.14285715,0,0,1
jamesbauer.woodsbros.com,24,3.553509,0,2,3,1,0,0,1,3,0,0,7.3333335,0,0,0.25,1,0,0,0.5,0,0.3,0.22222222,0,0,1
retontughhen.ru,15,3.1068907,0,1,2,0,0,0,1,2,0,1,7,0,0,0.2,0,0,0.5,0.33333334,0,0.19999999,0.45454547,0,0,0
celebritywonder.ugo.com,23,3.8492239,0,2,3,1,0,0,1,3,0,0,7,0,0,0,1,0,0,0.4,0,0,0.2857143,0,0,1
med.monash.edu.au,17,3.2195282,0,3,4,2,0,0,1,2,0,1,3.5,0,0,0,1,0,0,0.33333334,0,0,0.5,0,0,1
evangelsociety.org,18,3.6835425,0,1,2,0,0,0,1,3,0,0,8.5,0,0,0,0,0,0,0.5,0,0,0.15384616,0,0,1
crawfordparkfinancial.com,25,3.623465,0,1,2,0,0,0,1,3,0,0,12,0,0,0.25,0,0,0,0.33333334,0,0,0.15,0,0,1
servprotectproserveur.freeweb.pk,32,3.4401205,0,2,3,1,0,0,0,2,0,1,10,0,0,0.4,1,1,0,0.33333334,0,0,0.1,0,0.6,0
top.kexuecity.com,17,3.4992275,0,2,3,1,0,0,1,3,0,0,5,0,0,0,1,0,0,0.33333334,0,0,0.5,0,0,0
hartsookcompanies.com,21,3.6304128,0,1,2,0,0,0,1,3,0,0,10,0,0,0.14285715,0,0,0.5,0.4117647,0,0,0.1875,0,0,1
deepthroatfrenzy.com,20,3.7841837,0,1,2,0,0,0,1,3,0,0,9.5,0,0,0.5,0,0,0.5,0.375,0,0,0.26666668,0,0,1
